years_to_retire,salary,investment_amount_per_month,current_savings,monthly_expenses,debt,number_of_dependents,city,goal_savings
10,143200,20800.0,1581459,75000.0,158081,5,Chennai,3953000.0
5,72700,20000.0,559343,43500.0,55045,0,Bangalore,1700000.0
31,130600,16100.0,104793,77100.0,167361,1,Mumbai,5795000.0
24,139800,35500.0,1742437,87700.0,380644,4,Lucknow,11457000.0
32,38000,10300.0,1331873,20400.0,23749,5,Kolkata,5090000.0
3,96500,25600.0,268473,66200.0,113991,1,Ahmedabad,1144000.0
16,63400,9400.0,769157,39100.0,335924,5,Mumbai,2484000.0
20,22900,2700.0,799852,15900.0,9761,3,Bangalore,1416000.0
24,39900,4200.0,1788003,20100.0,429673,0,Hyderabad,2937000.0
34,61100,6400.0,1321690,31700.0,188803,1,Mumbai,3803000.0
23,87500,17700.0,1640442,60200.0,343625,4,Bangalore,6282000.0
2,164700,23100.0,493069,93400.0,94413,5,Jaipur,1020000.0
5,171600,47100.0,1560527,88700.0,330454,0,Lucknow,4246000.0
18,86900,11500.0,1291680,58700.0,426616,4,Lucknow,3652000.0
29,51300,12000.0,171508,33900.0,326655,1,Jaipur,4139000.0
10,98800,28000.0,506426,57900.0,150641,2,Lucknow,3699000.0
16,58600,17200.0,1564984,31000.0,361816,0,Lucknow,4703000.0
23,76000,20700.0,1913550,46900.0,410796,5,Hyderabad,7342000.0
30,87500,12300.0,146324,46400.0,132657,3,Bangalore,4354000.0
6,182500,37600.0,1487033,103000.0,347306,2,Pune,4059000.0
20,189600,26000.0,1676699,128100.0,183651,0,Lucknow,7606000.0
16,102800,22600.0,1149665,66000.0,249529,5,Pune,5273000.0
28,172500,25500.0,537440,112200.0,141973,2,Bangalore,8678000.0
26,192900,32000.0,1907148,103600.0,70977,3,Pune,11393000.0
22,180700,38000.0,669188,93100.0,67461,5,Lucknow,10201000.0
11,177700,22100.0,56235,97100.0,385063,3,Chennai,2828000.0
1,188200,32200.0,1919394,120300.0,266608,2,Kolkata,2287000.0
5,109500,18400.0,1602352,74000.0,191151,5,Chennai,2651000.0
2,92800,20100.0,969056,56600.0,345294,1,Lucknow,1427000.0
6,121000,26000.0,676957,79600.0,154556,0,Mumbai,2456000.0
27,190400,33900.0,1978738,114900.0,445430,4,Delhi,12415000.0
26,85700,23400.0,1130392,56800.0,68453,1,Jaipur,8067000.0
35,61700,14100.0,650535,42700.0,131765,5,Delhi,6277000.0
13,127000,33100.0,1411865,65600.0,217318,3,Bangalore,6318000.0
12,94200,20200.0,1660473,47400.0,337530,5,Delhi,4424000.0
18,151400,26700.0,1812976,105000.0,141627,1,Jaipur,7293000.0
6,37400,6600.0,675562,25700.0,376689,5,Kolkata,1127000.0
28,165000,23300.0,1151026,86800.0,223973,5,Jaipur,8589000.0
28,173700,46300.0,1696086,112700.0,88168,0,Ahmedabad,16477000.0
25,172200,46200.0,1961249,107400.0,24004,1,Bangalore,15130000.0
5,178000,21700.0,1991875,104600.0,67136,3,Bangalore,3229000.0
15,99200,26400.0,1308520,58100.0,396288,4,Mumbai,5824000.0
9,173000,45700.0,1078166,100500.0,175514,1,Pune,5768000.0
2,156100,34400.0,1486719,98600.0,245718,3,Chennai,2271000.0
9,49700,12400.0,1955554,33000.0,175534,2,Jaipur,3228000.0
26,180100,51200.0,1404083,114300.0,52411,5,Lucknow,16582000.0
23,87100,17200.0,1914952,51200.0,424035,0,Jaipur,6425000.0
28,156100,39900.0,447449,81500.0,207559,5,Bangalore,13185000.0
6,165300,48200.0,1436684,89700.0,484437,5,Pune,4734000.0
4,147700,26000.0,86167,100100.0,244858,5,Ahmedabad,1272000.0
30,188400,35700.0,1637251,121200.0,295351,4,Kolkata,13848000.0
18,158000,36500.0,1975046,93700.0,134852,5,Chennai,9466000.0
30,113300,22600.0,724235,78400.0,369545,4,Kolkata,8455000.0
27,165600,25200.0,1606001,92900.0,163532,1,Pune,9364000.0
31,133900,29700.0,176661,82100.0,17369,0,Ahmedabad,10674000.0
30,116900,29500.0,681259,70200.0,74449,1,Chennai,10772000.0
12,72000,7300.0,273007,41900.0,49752,3,Pune,1272000.0
17,27300,3800.0,302351,15400.0,327555,2,Delhi,1039000.0
34,199700,59700.0,827429,105800.0,416534,4,Pune,23971000.0
28,59700,16200.0,280559,35400.0,191283,1,Pune,5452000.0
4,131600,39400.0,1062433,66100.0,121922,4,Jaipur,2859000.0
34,42200,9600.0,1779077,24300.0,278309,1,Lucknow,5501000.0
14,108200,21800.0,932183,68900.0,203069,2,Delhi,4412000.0
13,155700,16600.0,1196061,108800.0,176126,5,Hyderabad,3657000.0
3,194200,32800.0,707172,131100.0,95271,5,Mumbai,1829000.0
21,120100,22000.0,909071,65300.0,369994,1,Hyderabad,6177000.0
16,181200,22900.0,1643074,96500.0,293295,4,Pune,5821000.0
26,158100,28300.0,1054108,93700.0,232089,4,Delhi,9443000.0
6,168000,24400.0,1760873,91500.0,24178,5,Chennai,3430000.0
18,154800,29200.0,1726744,90100.0,195784,3,Mumbai,7719000.0
6,125300,27400.0,734899,87700.0,26195,3,Pune,2609000.0
25,92600,21600.0,1345445,62400.0,328391,3,Ahmedabad,7502000.0
24,152900,31800.0,1245729,95400.0,271299,3,Bangalore,9948000.0
30,118300,12700.0,1153837,70300.0,87885,5,Chennai,5498000.0
23,156800,44500.0,1358151,93300.0,59185,2,Delhi,13028000.0
8,177400,47000.0,1486914,122100.0,362758,2,Chennai,5774000.0
9,177800,39200.0,1429594,94900.0,251616,5,Mumbai,5452000.0
6,97000,26300.0,844446,50000.0,120404,3,Mumbai,2644000.0
33,99700,27300.0,521227,58300.0,168340,5,Kolkata,10793000.0
33,127800,18600.0,366658,75500.0,429153,1,Pune,7365000.0
7,57700,8800.0,1995236,39400.0,419487,4,Bangalore,2698000.0
18,188900,21600.0,1875438,130600.0,70329,5,Delhi,6308000.0
6,92000,19400.0,1075488,50300.0,188637,5,Pune,2403000.0
21,183200,44600.0,1062227,99300.0,172405,0,Bangalore,11741000.0
26,59800,7300.0,1576336,36500.0,474779,0,Pune,3740000.0
15,77000,14900.0,770652,53600.0,12686,4,Pune,3319000.0
30,157700,41500.0,1471622,103300.0,308624,1,Lucknow,15667000.0
11,150500,35100.0,322654,77100.0,203962,2,Ahmedabad,4725000.0
8,53600,11400.0,1081464,35700.0,47844,0,Mumbai,2121000.0
5,164600,33900.0,675891,110800.0,271782,1,Hyderabad,2608000.0
8,154800,26900.0,1119756,87600.0,48916,0,Jaipur,3573000.0
5,194400,36400.0,537087,109700.0,444906,3,Ahmedabad,2612000.0
10,107300,17000.0,454588,65000.0,178972,1,Pune,2393000.0
15,149900,35200.0,1024018,102100.0,422169,3,Chennai,7044000.0
3,74600,17100.0,57756,39800.0,152371,3,Bangalore,643000.0
10,46500,6500.0,442986,28700.0,149317,0,Bangalore,1184000.0
7,64700,9900.0,1648651,38700.0,136188,4,Delhi,2439000.0
24,93100,27700.0,1498947,52700.0,300965,1,Delhi,9079000.0
26,94500,11400.0,942292,59200.0,61403,0,Chennai,4322000.0
34,92700,22100.0,1089890,53100.0,70266,1,Lucknow,9657000.0
8,193800,39400.0,884239,101000.0,86445,4,Lucknow,4478000.0
5,48500,5600.0,1893430,32700.0,65323,2,Hyderabad,2213000.0
26,77700,8700.0,792804,42300.0,342751,3,Hyderabad,3372000.0
10,86500,22500.0,1994681,53900.0,239797,3,Chennai,4560000.0
33,152000,34000.0,1522675,105900.0,321600,3,Jaipur,14315000.0
31,92600,10100.0,1344898,51000.0,307205,3,Pune,4915000.0
25,198400,31300.0,985003,118500.0,82164,2,Hyderabad,9907000.0
13,41300,6300.0,336736,26200.0,352901,0,Bangalore,1271000.0
1,96300,20400.0,1680998,65900.0,384122,0,Chennai,1914000.0
24,50000,7400.0,1378246,33700.0,269643,2,Kolkata,3403000.0
27,194100,50300.0,1214222,135200.0,365111,1,Mumbai,16699000.0
18,51800,7600.0,1619998,31900.0,173343,0,Lucknow,3180000.0
15,161300,30700.0,866063,81800.0,361590,3,Kolkata,6117000.0
17,49400,9100.0,971937,26000.0,45650,1,Hyderabad,2736000.0
29,69800,8000.0,405631,47600.0,49650,4,Delhi,3051000.0
5,43200,7700.0,1586244,25800.0,463502,3,Chennai,2025000.0
11,187700,34100.0,1331752,105800.0,493085,5,Ahmedabad,5609000.0
16,115500,14900.0,425334,74400.0,410502,5,Mumbai,3143000.0
34,141000,39100.0,910737,97500.0,313243,4,Bangalore,16068000.0
17,182600,31900.0,544717,117600.0,255488,5,Lucknow,6728000.0
33,131500,35500.0,1346921,73000.0,325675,3,Hyderabad,14704000.0
31,80900,17500.0,1407712,43200.0,441657,5,Pune,7593000.0
18,145200,14800.0,701426,88400.0,337163,2,Ahmedabad,3739000.0
25,195500,46200.0,1094204,103800.0,21313,0,Bangalore,14263000.0
5,104900,19000.0,201490,70800.0,242505,5,Jaipur,1285000.0
30,156000,38400.0,972951,84500.0,89633,2,Delhi,14108000.0
23,135300,32200.0,1304037,86200.0,327554,3,Bangalore,9748000.0
18,84000,20800.0,951890,43000.0,33047,4,Hyderabad,5221000.0
32,178600,42600.0,1815765,94300.0,252565,5,Delhi,17359000.0
30,20500,2100.0,856322,13000.0,230279,5,Chennai,1575000.0
29,107000,31400.0,1099024,68200.0,376400,4,Hyderabad,11481000.0
9,158000,30400.0,396746,107400.0,218987,3,Ahmedabad,3516000.0
23,20200,5600.0,619794,14100.0,194842,4,Ahmedabad,2088000.0
3,45400,6000.0,1696093,29300.0,46405,2,Mumbai,1901000.0
22,35600,6100.0,495008,19200.0,244386,0,Delhi,2025000.0
31,24400,7200.0,1980080,14500.0,190239,1,Pune,4525000.0
22,75000,20600.0,1634494,38300.0,384006,2,Mumbai,6802000.0
11,186000,48300.0,1959916,116900.0,126040,3,Jaipur,8018000.0
3,181900,28700.0,473918,113000.0,172268,1,Mumbai,1456000.0
14,22600,5400.0,675531,11900.0,18184,5,Chennai,1537000.0
19,145200,21500.0,387979,98300.0,176353,3,Lucknow,5046000.0
31,44600,10400.0,1101877,23200.0,13983,4,Pune,4778000.0
32,170600,50100.0,167385,88000.0,272135,3,Ahmedabad,18447000.0
26,151000,25700.0,1807948,83100.0,196280,1,Bangalore,9427000.0
1,21700,4300.0,525388,15000.0,447599,4,Kolkata,574000.0
2,159600,28700.0,419126,109900.0,396619,0,Bangalore,1074000.0
6,130100,15600.0,1005942,68800.0,440359,4,Delhi,2073000.0
14,131500,38200.0,581177,76300.0,388908,2,Chennai,6679000.0
28,159200,28200.0,572467,95400.0,146336,0,Kolkata,9575000.0
33,23800,7000.0,1962596,15000.0,318646,2,Lucknow,4596000.0
25,57700,14100.0,1901936,35200.0,365898,5,Hyderabad,5921000.0
18,61700,8900.0,932807,36400.0,125876,2,Pune,2759000.0
34,138200,30600.0,295619,78500.0,225375,1,Jaipur,12158000.0
12,116600,13800.0,1336832,80900.0,221447,3,Ahmedabad,3225000.0
27,40200,5600.0,932911,21100.0,299602,4,Lucknow,2657000.0
24,181700,22000.0,171100,105900.0,489645,4,Jaipur,6191000.0
33,169400,19100.0,484136,89800.0,401493,1,Bangalore,7671000.0
15,90900,20300.0,753425,54900.0,368439,1,Chennai,4225000.0
32,80100,12300.0,479091,51900.0,303628,0,Bangalore,4967000.0
17,113300,28500.0,1205340,69600.0,413892,2,Pune,6729000.0
35,72600,12100.0,1841105,38600.0,101714,4,Chennai,6670000.0
35,137000,37600.0,1333201,78200.0,213527,4,Chennai,16338000.0
13,158700,29900.0,756140,88300.0,475283,3,Kolkata,5188000.0
9,154600,26300.0,1926936,96800.0,301355,4,Delhi,4626000.0
10,106200,11500.0,574317,54400.0,148422,0,Bangalore,1886000.0
1,149600,36800.0,805233,87600.0,317024,5,Ahmedabad,1225000.0
34,179200,52900.0,1220595,111500.0,63170,4,Mumbai,21728000.0
25,23200,3500.0,944502,15700.0,174413,5,Chennai,1942000.0
22,181500,41900.0,1961705,116300.0,480019,3,Ahmedabad,12472000.0
10,48800,11500.0,1694017,33800.0,1974,5,Bangalore,3005000.0
26,144100,27100.0,761648,94700.0,364382,5,Chennai,8795000.0
19,17500,3000.0,912775,11300.0,397395,4,Mumbai,1563000.0
4,99300,11000.0,1282502,66900.0,452284,0,Pune,1784000.0
5,22600,6600.0,509582,14600.0,266890,2,Kolkata,886000.0
29,35000,7100.0,1287919,23800.0,359975,3,Bangalore,3636000.0
5,170300,27500.0,1695619,89900.0,451166,2,Delhi,3263000.0
1,85000,23500.0,649195,57400.0,32927,5,Jaipur,917000.0
28,155800,19900.0,807459,81700.0,4943,0,Hyderabad,7160000.0
19,163800,39300.0,734683,105900.0,229609,2,Bangalore,9248000.0
1,27000,3300.0,1528927,17400.0,395727,4,Delhi,1567000.0
29,179100,44100.0,1322365,117500.0,125994,2,Bangalore,15904000.0
32,154400,34000.0,973255,80800.0,164282,3,Lucknow,13378000.0
14,59500,12700.0,1609233,40100.0,349303,4,Bangalore,3636000.0
32,120100,25500.0,1424811,61300.0,428034,0,Bangalore,10729000.0
9,20500,3800.0,1410604,10800.0,104883,4,Jaipur,1801000.0
19,42900,12000.0,282010,27800.0,244164,1,Hyderabad,2882000.0
11,25400,2700.0,181290,17700.0,92565,5,Lucknow,520000.0
4,80800,22300.0,949436,45200.0,417371,3,Ahmedabad,1966000.0
25,99500,18400.0,512337,68700.0,236492,0,Bangalore,5757000.0
17,113200,18800.0,1307580,70500.0,4035,4,Hyderabad,4952000.0
8,79100,17300.0,624456,42800.0,324738,5,Pune,2202000.0
1,66200,9500.0,1738742,45500.0,370675,3,Delhi,1847000.0
2,113200,21400.0,1154525,78800.0,64575,4,Hyderabad,1643000.0
10,145800,32900.0,1304637,92200.0,458910,0,Delhi,5056000.0
27,31500,5500.0,1479449,20400.0,314284,5,Chennai,3173000.0
27,131900,21600.0,557224,85300.0,496148,2,Jaipur,7207000.0
13,45500,9900.0,204322,23700.0,44313,3,Pune,1672000.0
11,111200,25000.0,347619,61300.0,225432,2,Pune,3483000.0
14,108700,17700.0,1717998,55700.0,245397,3,Chennai,4543000.0
32,151600,34800.0,623535,99500.0,5185,5,Hyderabad,13320000.0
16,35500,9500.0,262053,21300.0,198005,0,Pune,1995000.0
29,87200,10700.0,1240029,51700.0,470339,4,Kolkata,4778000.0
34,76800,22100.0,792736,51700.0,489469,0,Bangalore,9360000.0
26,132400,15000.0,1060362,69800.0,12142,3,Jaipur,5507000.0
5,23800,4900.0,1871608,16300.0,445909,1,Lucknow,2151000.0
19,193600,54300.0,1003009,100300.0,419684,1,Ahmedabad,12766000.0
28,61600,9300.0,1388345,35400.0,439575,1,Bangalore,4357000.0
28,178300,42700.0,349627,104400.0,278897,1,Hyderabad,13982000.0
17,172300,18700.0,1877553,115700.0,235997,4,Pune,5502000.0
19,110200,21600.0,856985,71200.0,323999,2,Chennai,5536000.0
27,134100,30200.0,72613,90400.0,497599,2,Mumbai,9370000.0
12,66800,13900.0,1908704,34400.0,185637,4,Jaipur,3811000.0
3,142000,19300.0,886322,90200.0,452427,3,Ahmedabad,1546000.0
4,41100,4300.0,1862984,28100.0,25112,5,Mumbai,2059000.0
11,111900,21200.0,915464,63600.0,280829,3,Ahmedabad,3574000.0
34,130500,17800.0,418539,66200.0,247155,2,Kolkata,7319000.0
18,179400,31100.0,433736,118700.0,209673,2,Ahmedabad,6816000.0
35,58100,15600.0,189477,38400.0,247739,0,Mumbai,6415000.0
18,149600,31400.0,89815,77700.0,180423,2,Delhi,6534000.0
6,111100,12900.0,1209341,61800.0,296993,3,Lucknow,2092000.0
34,27000,6600.0,1970977,14400.0,296044,4,Jaipur,4530000.0
33,61700,11700.0,1703991,36800.0,266041,2,Pune,6106000.0
8,33800,3700.0,1761714,17300.0,177411,2,Chennai,2099000.0
20,152100,37200.0,683827,79700.0,440720,2,Delhi,9167000.0
20,112800,31300.0,1173883,64600.0,206921,1,Mumbai,8311000.0
18,24300,6100.0,1245199,13200.0,30452,2,Mumbai,2497000.0
27,47800,14100.0,863284,31500.0,359332,0,Ahmedabad,5204000.0
5,139100,18300.0,928233,73600.0,133084,4,Chennai,1971000.0
7,103500,22000.0,590757,62500.0,221329,1,Pune,2347000.0
22,166700,19700.0,287606,97100.0,293398,5,Jaipur,5229000.0
34,85200,25100.0,949865,47600.0,317315,4,Bangalore,10680000.0
13,98500,14100.0,576072,60500.0,335038,3,Kolkata,2666000.0
32,121000,34900.0,1332165,70300.0,117418,1,Pune,14066000.0
24,106300,20400.0,1003300,63400.0,424010,2,Chennai,6586000.0
16,49800,12900.0,133351,32900.0,296829,1,Mumbai,2487000.0
14,39100,11400.0,1987073,25400.0,171753,1,Bangalore,3807000.0
7,60900,8900.0,1050679,31000.0,468112,4,Lucknow,1761000.0
12,181300,47700.0,1627004,103600.0,115025,0,Chennai,8153000.0
20,190200,52900.0,1647363,116700.0,407290,0,Lucknow,13710000.0
33,80700,17000.0,355959,52800.0,356597,3,Delhi,6752000.0
6,177300,41600.0,1906029,106400.0,447264,1,Mumbai,4752000.0
27,195300,36800.0,1159043,117300.0,207962,5,Chennai,12488000.0
13,80600,14900.0,1681887,55400.0,421302,5,Bangalore,3890000.0
5,52700,7000.0,76997,34400.0,38743,3,Chennai,476000.0
24,46500,11100.0,154553,25200.0,19711,0,Hyderabad,3192000.0
10,72300,9600.0,678791,43200.0,320811,4,Pune,1773000.0
32,146500,20000.0,362318,91300.0,131428,2,Chennai,7659000.0
9,60800,12200.0,1753542,41600.0,372814,5,Jaipur,3005000.0
35,128800,24700.0,1017517,67400.0,144112,3,Pune,10874000.0
12,159200,36600.0,1173112,91500.0,465139,3,Lucknow,6181000.0
11,153400,31400.0,1144053,94200.0,31007,0,Ahmedabad,5082000.0
8,80600,13100.0,112854,42000.0,331590,4,Kolkata,1308000.0
10,59600,6600.0,545906,37900.0,247905,1,Mumbai,1298000.0
14,122200,26600.0,127798,72500.0,361806,5,Delhi,4374000.0
30,119600,23700.0,990248,73700.0,85274,1,Jaipur,9097000.0
1,50400,5900.0,955157,32400.0,452037,5,Mumbai,1022000.0
12,77300,18500.0,925893,47600.0,48901,2,Ahmedabad,3457000.0
5,97800,14800.0,1034231,63700.0,366324,1,Pune,1878000.0
14,110400,11800.0,978461,60700.0,493514,2,Lucknow,2862000.0
17,32900,3400.0,542554,17600.0,479152,2,Hyderabad,1202000.0
22,62400,13000.0,1243529,32600.0,350497,5,Chennai,4504000.0
31,24800,7100.0,570477,15100.0,98080,3,Pune,3080000.0
26,144700,39000.0,629101,89800.0,140651,0,Pune,12190000.0
13,120800,14500.0,479141,77100.0,127538,5,Bangalore,2628000.0
3,178200,29200.0,1029849,115600.0,476056,1,Hyderabad,2029000.0
11,66400,10800.0,858421,35300.0,429833,2,Lucknow,2213000.0
5,128200,34700.0,1345617,88900.0,53466,3,Ahmedabad,3324000.0
4,70200,18300.0,1008049,47600.0,442110,3,Bangalore,1843000.0
32,68000,19900.0,1400625,39500.0,496813,0,Chennai,8661000.0
10,146600,29900.0,1139211,86600.0,394800,5,Ahmedabad,4548000.0
10,85700,8800.0,1413039,53600.0,483383,3,Delhi,2416000.0
18,86400,24200.0,1621840,46000.0,316412,4,Bangalore,6588000.0
23,190200,20400.0,1726651,105800.0,146511,5,Ahmedabad,7076000.0
18,158800,42300.0,1162633,109700.0,408607,4,Bangalore,9844000.0
35,199000,40500.0,1290620,106700.0,116543,2,Jaipur,17453000.0
3,46500,13600.0,380866,28300.0,396249,0,Bangalore,846000.0
1,149400,22200.0,461706,77700.0,329008,1,Chennai,715000.0
17,80100,16200.0,1137224,40300.0,255049,3,Chennai,4277000.0
6,93200,9600.0,1233135,63200.0,492925,1,Bangalore,1890000.0
11,117300,25800.0,205429,67600.0,227614,4,Bangalore,3441000.0
14,175100,19900.0,1919115,107700.0,182830,0,Lucknow,5096000.0
28,30400,3400.0,1804795,20300.0,157319,1,Ahmedabad,2890000.0
11,63200,15500.0,364435,33800.0,153115,3,Bangalore,2308000.0
4,117900,16200.0,1206859,78200.0,55598,4,Pune,1946000.0
6,63200,18700.0,221239,32800.0,15343,1,Lucknow,1501000.0
19,150900,27100.0,845857,97300.0,205903,2,Kolkata,6717000.0
31,189700,37300.0,1801884,96300.0,294261,0,Ahmedabad,14986000.0
2,106000,17300.0,1078026,71700.0,339107,0,Mumbai,1473000.0
25,90100,14000.0,173394,46700.0,442680,0,Hyderabad,4164000.0
11,50300,13800.0,1133384,30500.0,298660,5,Bangalore,2864000.0
21,146800,40900.0,1195508,89800.0,483682,3,Delhi,10988000.0
3,156100,22100.0,1214525,105900.0,245629,0,Hyderabad,1970000.0
2,156700,16900.0,498028,96500.0,418045,0,Ahmedabad,883000.0
11,165800,25800.0,1454344,89400.0,100547,2,Mumbai,4690000.0
24,79500,21100.0,1608958,49200.0,486950,1,Chennai,7383000.0
24,133500,26600.0,257133,76200.0,242484,2,Delhi,7536000.0
21,62200,16000.0,1694204,36700.0,449518,3,Ahmedabad,5525000.0
25,74500,19900.0,1632293,40200.0,443157,2,Kolkata,7305000.0
4,132000,34800.0,151416,84500.0,13013,5,Hyderabad,1739000.0
23,64000,13900.0,1224595,34400.0,263157,5,Hyderabad,4870000.0
24,145300,19500.0,278568,81900.0,297468,0,Chennai,5615000.0
21,143900,32600.0,984031,100500.0,455664,0,Hyderabad,8790000.0
2,46100,7400.0,902503,26900.0,349514,2,Hyderabad,1071000.0
23,41000,10400.0,495741,27200.0,83355,2,Bangalore,3223000.0
15,121000,17100.0,1461612,72200.0,331722,2,Pune,4386000.0
26,52500,12000.0,980477,35000.0,169771,3,Pune,4538000.0
26,97900,11500.0,116060,54800.0,112129,1,Hyderabad,3525000.0
28,67300,17500.0,1311415,40600.0,140353,0,Hyderabad,6898000.0
26,44100,7200.0,262219,27000.0,393211,5,Lucknow,2397000.0
2,26300,7700.0,375466,13700.0,24012,0,Pune,551000.0
35,78100,15000.0,1202930,49200.0,245808,3,Lucknow,7189000.0
32,179300,27200.0,1102764,117700.0,132812,0,Chennai,11027000.0
30,30000,3800.0,1671057,17900.0,285593,1,Kolkata,2971000.0
20,62300,18500.0,694322,42200.0,372274,2,Mumbai,4913000.0
13,168100,30200.0,1968826,110200.0,330983,2,Jaipur,6445000.0
27,28500,6700.0,835929,15400.0,432672,3,Lucknow,2898000.0
23,30800,5100.0,1239358,21100.0,61477,2,Delhi,2577000.0
16,127200,18500.0,1711967,85300.0,116726,1,Lucknow,5087000.0
31,108700,23300.0,1843789,62100.0,314068,5,Kolkata,10079000.0
12,38400,6900.0,1726292,23200.0,153766,4,Mumbai,2670000.0
33,170700,33500.0,1362159,92500.0,272848,0,Delhi,13967000.0
32,174800,42100.0,631194,110000.0,413121,0,Pune,15992000.0
2,192300,30100.0,966261,102900.0,404832,0,Lucknow,1653000.0
23,72000,9400.0,70991,44700.0,457243,1,Mumbai,2536000.0
32,46600,9700.0,1640371,26700.0,492338,2,Mumbai,5179000.0
15,34400,4200.0,1701039,18100.0,74842,2,Mumbai,2419000.0
8,101100,23800.0,1398001,55200.0,267840,3,Mumbai,3569000.0
22,146100,31900.0,780451,86700.0,463344,3,Kolkata,8782000.0
34,130100,19100.0,1447789,68500.0,305656,2,Hyderabad,8852000.0
1,164900,25400.0,802469,108000.0,223799,0,Pune,1092000.0
10,180400,24800.0,1745089,96000.0,116373,3,Ahmedabad,4573000.0
16,182400,50800.0,1373546,99200.0,340701,2,Bangalore,10641000.0
24,73900,12100.0,1339709,37900.0,299786,4,Ahmedabad,4651000.0
24,34300,9700.0,1533750,23500.0,236335,3,Kolkata,4188000.0
14,160700,16800.0,1625270,81000.0,91662,3,Chennai,4307000.0
26,158600,28300.0,184736,100700.0,199984,5,Lucknow,8574000.0
18,112300,31600.0,642956,73000.0,222294,0,Pune,7128000.0
20,35700,8700.0,1340284,21600.0,382372,3,Ahmedabad,3324000.0
24,100000,11200.0,811082,57900.0,217743,4,Bangalore,3876000.0
26,117200,23300.0,58335,65100.0,366343,2,Kolkata,6965000.0
29,165800,20800.0,1114384,101100.0,125426,3,Delhi,7992000.0
22,45800,5900.0,1541073,29800.0,206849,0,Ahmedabad,3021000.0
11,50800,9600.0,1520865,32300.0,361700,5,Bangalore,2725000.0
11,29300,8100.0,1892701,16900.0,167954,4,Delhi,2909000.0
3,42300,7300.0,1931075,24400.0,208412,3,Delhi,2181000.0
21,177000,41900.0,670212,90900.0,44860,0,Mumbai,10703000.0
11,157500,22900.0,362443,108300.0,244435,0,Mumbai,3235000.0
8,121400,21900.0,1427336,79400.0,62009,0,Hyderabad,3425000.0
31,121400,14900.0,568626,79100.0,430220,3,Hyderabad,5835000.0
10,149000,18900.0,1575081,102700.0,337085,2,Pune,3730000.0
6,173100,39900.0,623545,114900.0,251820,0,Hyderabad,3353000.0
17,86300,8800.0,374272,57600.0,481308,4,Lucknow,2080000.0
7,119100,28900.0,1285601,74200.0,426368,1,Bangalore,3592000.0
32,142700,38900.0,812293,80300.0,430024,2,Mumbai,15005000.0
13,110300,16600.0,386314,63800.0,410774,0,Pune,2847000.0
6,165900,45600.0,1170799,107100.0,200936,1,Bangalore,4290000.0
3,197700,48700.0,503677,120900.0,451319,4,Ahmedabad,2169000.0
27,96400,25500.0,540104,54600.0,490763,3,Lucknow,8390000.0
26,76500,19700.0,75924,44500.0,176927,3,Hyderabad,5916000.0
4,162100,16300.0,993212,110000.0,443162,0,Kolkata,1737000.0
21,75200,17700.0,1394561,45400.0,41160,1,Mumbai,5633000.0
28,160400,30500.0,115006,108600.0,62457,0,Ahmedabad,9852000.0
18,136100,40500.0,967619,84100.0,30368,0,Hyderabad,9279000.0
32,179500,38800.0,616161,109300.0,130146,1,Chennai,14773000.0
33,127000,28000.0,1183333,88100.0,38874,2,Kolkata,11719000.0
26,129000,38700.0,896468,66600.0,406023,5,Pune,12369000.0
17,123000,18900.0,84687,72400.0,300258,2,Ahmedabad,3748000.0
29,32000,8100.0,1447444,16700.0,150582,2,Mumbai,4126000.0
20,165800,18400.0,471168,108000.0,415716,0,Ahmedabad,4667000.0
30,29700,5900.0,700569,18400.0,59471,3,Hyderabad,2719000.0
5,18900,4300.0,107339,10900.0,126403,3,Mumbai,352000.0
6,52800,7500.0,1508464,30600.0,206642,0,Chennai,2022000.0
10,146100,28500.0,1510776,77200.0,347483,4,Kolkata,4760000.0
6,102600,19600.0,1240119,56700.0,496984,1,Delhi,2581000.0
10,32300,5000.0,1989420,21100.0,324259,5,Bangalore,2560000.0
21,30900,6800.0,918874,20500.0,164589,5,Delhi,2547000.0
4,172800,40700.0,1522713,115500.0,400798,5,Ahmedabad,3379000.0
13,155700,18300.0,1352604,79600.0,8850,3,Kolkata,4065000.0
10,74700,9800.0,1727513,40200.0,25470,5,Bangalore,2845000.0
16,58600,17100.0,393530,34200.0,420126,0,Ahmedabad,3513000.0
19,19400,2100.0,1856165,11400.0,383595,1,Ahmedabad,2311000.0
6,162500,19800.0,1472774,90000.0,261263,4,Delhi,2827000.0
26,115900,30400.0,912076,80700.0,87980,4,Pune,9924000.0
9,87200,22800.0,259914,59700.0,408942,2,Hyderabad,2600000.0
10,15800,4600.0,1713319,8200.0,167806,4,Kolkata,2238000.0
3,50100,13700.0,1569282,32100.0,299454,2,Pune,2038000.0
19,32100,4600.0,349870,17400.0,250816,1,Bangalore,1346000.0
35,104400,24600.0,1361805,72400.0,178678,4,Bangalore,11179000.0
6,164100,22900.0,1141732,104400.0,208161,2,Pune,2708000.0
29,51600,13700.0,1385244,26500.0,350350,0,Hyderabad,5915000.0
19,57900,11800.0,1621450,29400.0,72168,0,Lucknow,4178000.0
15,103700,20000.0,1354089,58500.0,51423,5,Lucknow,4775000.0
21,124400,24900.0,566059,76000.0,123731,0,Delhi,6528000.0
23,170300,17900.0,146847,103800.0,246583,1,Pune,4841000.0
